epoch_index,tx_shard,avg_tps
3063,0,17.4379438
3063,1,0.22631547
3063,4,9.739697761
3063,5,8.565940402
3063,6,8.963039388
3063,7,11.03592887
3063,8,5.178916065
3063,9,1.996844086
3064,0,18.91460706
3064,1,0.439039658
3064,4,11.82222761
3064,5,10.27986431
3064,6,9.937020435
3064,7,11.55577094
3064,8,5.804317099
3064,9,2.616367822
3065,0,25.88533796
3065,1,0.286944135
3065,4,18.01011602
3065,5,16.31559932
3065,6,9.226805401
3065,7,17.86578719
3065,8,11.65378422
3065,9,9.758949585
3066,0,33.02705393
3066,1,0.314329237
3066,4,24.94873566
3066,5,21.23263938
3066,6,9.298304052
3066,7,22.36272977
3066,8,21.0957449
3066,9,20.20347314
3067,0,22.43501872
3067,1,0.263072366
3067,4,15.42004361
3067,5,14.88904431
3067,6,9.658925412
3067,7,13.68702431
3067,8,7.135290246
3067,9,3.163430288
3068,0,21.54653019
3068,1,0.275005118
3068,4,13.86962129
3068,5,13.25160696
3068,6,8.846345957
3068,7,13.04253838
3068,8,6.647021494
3068,9,3.084053224
3069,0,20.42534125
3069,1,0.242388246
3069,4,13.53941857
3069,5,13.37422111
3069,6,9.385453788
3069,7,12.73764718
3069,8,6.490674169
3069,9,2.992268417
3070,0,20.65092714
3070,1,0.264337873
3070,4,13.44039219
3070,5,13.73857483
3070,6,8.477723991
3070,7,12.78729078
3070,8,6.329360847
3070,9,2.86722596
3071,0,22.05430904
3071,1,0.269952626
3071,4,15.24304002
3071,5,15.24088298
3071,6,9.827053724
3071,7,12.68293519
3071,8,6.847696805
3071,9,3.343191211
3072,0,17.11366307
3072,1,0.269900831
3072,4,13.69354473
3072,5,14.32696947
3072,6,9.066119621
3072,7,8.482341298
3072,8,6.425313898
3072,9,2.914933097
3073,0,17.58120695
3073,1,0.293492341
3073,4,13.23082142
3073,5,13.77557315
3073,6,9.186429526
3073,7,8.327295158
3073,8,6.232178472
3073,9,2.89053151
3074,0,18.09083543
3074,1,0.461116536
3074,4,13.4689701
3074,5,14.38952027
3074,6,8.990110324
3074,7,8.115580395
3074,8,6.310714508
3074,9,2.822546799
3075,0,22.27674013
3075,1,0.217160431
3075,4,13.39956945
3075,5,13.29933368
3075,6,9.128139416
3075,7,13.73636084
3075,8,6.338165044
3075,9,2.843341876
3076,0,22.11106283
3076,1,0.196780667
3076,4,13.39498893
3076,5,12.80739867
3076,6,9.270746695
3076,7,13.94535824
3076,8,6.371774978
3076,9,2.816171146
3077,0,19.09456387
3077,1,0.188983051
3077,4,14.38538652
3077,5,14.23396031
3077,6,8.673914841
3077,7,8.557213725
3077,8,6.963517983
3077,9,2.991856139
3078,0,22.26336148
3078,1,0.196793245
3078,4,14.39502142
3078,5,13.10770287
3078,6,9.439358649
3078,7,13.00892152
3078,8,6.518404525
3078,9,2.821840037
3079,0,23.86747561
3079,1,0.219613031
3079,4,13.12597156
3079,5,12.38949066
3079,6,9.06757483
3079,7,14.67725732
3079,8,6.247085332
3079,9,2.762795601
3080,0,24.59564874
3080,1,0.266561383
3080,4,13.12750395
3080,5,13.02975646
3080,6,9.733002244
3080,7,15.39047045
3080,8,6.596729283
3080,9,2.823414513
3081,0,22.98397483
3081,1,0.222914539
3081,4,13.37658116
3081,5,12.70396149
3081,6,9.004626253
3081,7,14.67810032
3081,8,6.508033426
3081,9,3.079417342
3082,0,22.48786917
3082,1,0.255152232
3082,4,14.08986572
3082,5,14.13484009
3082,6,9.114168898
3082,7,13.75717577
3082,8,6.594462777
3082,9,3.048938422
3083,0,16.40117519
3083,1,0.197147756
3083,4,12.59794655
3083,5,12.45414244
3083,6,8.978775459
3083,7,8.350508134
3083,8,5.71437832
3083,9,2.621596755
3084,0,21.5323922
3084,1,0.217285542
3084,4,13.0066115
3084,5,12.5912304
3084,6,8.795459271
3084,7,13.03060418
3084,8,6.095700445
3084,9,2.736246829
3085,0,20.26705661
3085,1,0.231501985
3085,4,13.36440359
3085,5,12.76691038
3085,6,9.130624608
3085,7,10.77050345
3085,8,6.364716942
3085,9,2.767641529
3086,0,18.94006436
3086,1,0.24388576
3086,4,12.9371078
3086,5,13.07713194
3086,6,8.567075623
3086,7,7.691251006
3086,8,6.131013677
3086,9,2.875522928
3087,0,18.85898229
3087,1,0.561056435
3087,4,12.18276007
3087,5,11.53678159
3087,6,9.286447208
3087,7,10.20705488
3087,8,5.874872737
3087,9,2.494280638
3088,0,22.1493454
3088,1,0.246141102
3088,4,13.28008324
3088,5,12.78347745
3088,6,8.891082108
3088,7,13.26149588
3088,8,6.325581865
3088,9,2.733715856
3089,0,17.65670317
3089,1,0.266508829
3089,4,12.23657887
3089,5,11.84642399
3089,6,9.232810496
3089,7,7.734181711
3089,8,6.171766795
3089,9,2.674676926
3090,0,17.66691646
3090,1,0.30460764
3090,4,13.26079856
3090,5,13.43199985
3090,6,8.687072477
3090,7,8.363634617
3090,8,6.445834294
3090,9,2.784893552
3091,0,17.18659137
3091,1,0.331531099
3091,4,14.0646001
3091,5,14.54549642
3091,6,8.759061236
3091,7,8.353698586
3091,8,6.433777885
3091,9,3.053906844
3092,0,19.46999327
3092,1,0.273680132
3092,4,14.89235099
3092,5,14.80236139
3092,6,9.08892922
3092,7,8.939170864
3092,8,6.665388772
3092,9,2.947878219
3093,0,19.0942812
3093,1,0.312698641
3093,4,14.12028133
3093,5,13.30921282
3093,6,8.340277635
3093,7,9.44700527
3093,8,6.39303656
3093,9,2.834361992
3094,0,19.88273974
3094,1,0.208197639
3094,4,14.96496505
3094,5,16.06017549
3094,6,9.251923915
3094,7,8.922109979
3094,8,6.863531706
3094,9,3.277707482
3095,0,23.06445688
3095,1,0.172497286
3095,4,16.84169659
3095,5,18.6908867
3095,6,8.276780496
3095,7,9.955873758
3095,8,8.007055189
3095,9,3.646656091
3096,0,18.16605721
3096,1,0.276720229
3096,4,12.60883465
3096,5,13.62607351
3096,6,9.21831707
3096,7,8.801387467
3096,8,6.004889567
3096,9,2.738721608
3097,0,20.98282835
3097,1,0.354237956
3097,4,11.17374894
3097,5,12.01074265
3097,6,8.596984591
3097,7,13.72940127
3097,8,5.436404737
3097,9,2.356996205
3098,0,22.17183976
3098,1,0.343167002
3098,4,11.72323589
3098,5,13.08885153
3098,6,8.730411251
3098,7,14.38498913
3098,8,5.627167986
3098,9,2.606236418
3099,0,18.41028234
3099,1,0.311563169
3099,4,8.678344833
3099,5,8.201641685
3099,6,8.791498136
3099,7,13.26502895
3099,8,4.403957491
3099,9,1.852744072
3100,0,25.4419391
3100,1,0.312230335
3100,4,15.00528958
3100,5,16.30976187
3100,6,8.559699635
3100,7,16.58044308
3100,8,7.0650307
3100,9,3.186773979
3101,0,22.86499772
3101,1,0.284129091
3101,4,13.01335712
3101,5,13.08698718
3101,6,9.061890737
3101,7,15.88202597
3101,8,6.247749616
3101,9,2.730285809
3102,0,20.32998113
3102,1,0.265100462
3102,4,11.07754992
3102,5,11.14954279
3102,6,8.578659257
3102,7,15.16496983
3102,8,5.302320277
3102,9,2.323698343
3103,0,24.1138015
3103,1,0.285997912
3103,4,13.63988784
3103,5,14.47919438
3103,6,9.110588043
3103,7,14.53736414
3103,8,6.327220255
3103,9,2.94123667
3104,0,20.75469613
3104,1,0.274575211
3104,4,11.53718336
3104,5,11.33901803
3104,6,8.356509955
3104,7,12.83954967
3104,8,5.610090691
3104,9,2.398790785
3105,0,22.59657247
3105,1,0.2967978
3105,4,13.14913278
3105,5,13.58096459
3105,6,8.430674136
3105,7,14.91127282
3105,8,6.219957414
3105,9,2.81981684
3106,0,21.4873853
3106,1,0.261386677
3106,4,11.65422964
3106,5,11.41134174
3106,6,8.124161284
3106,7,15.37187768
3106,8,5.716038544
3106,9,2.577203654
3107,0,22.85048289
3107,1,0.296280845
3107,4,12.33891658
3107,5,11.42696231
3107,6,7.98619136
3107,7,15.6200121
3107,8,5.923134686
3107,9,2.744289856
3108,0,22.78788638
3108,1,0.243441938
3108,4,12.07318296
3108,5,11.08437761
3108,6,8.44695071
3108,7,15.56395155
3108,8,5.806161236
3108,9,2.641875522
3109,0,21.39598742
3109,1,0.309693952
3109,4,10.97856205
3109,5,10.24198421
3109,6,8.097335361
3109,7,15.0062293
3109,8,5.422071293
3109,9,2.362236713
3110,0,25.7001069
3110,1,0.330236
3110,4,12.68592221
3110,5,12.48976236
3110,6,8.888783817
3110,7,16.26095716
3110,8,6.274525121
3110,9,2.817778143
3111,0,22.07258665
3111,1,0.291333508
3111,4,10.2549999
3111,5,9.682765705
3111,6,8.698092687
3111,7,15.13731848
3111,8,5.505025075
3111,9,2.265593845
3112,0,23.85066692
3112,1,0.314709449
3112,4,14.42313217
3112,5,14.29713646
3112,6,8.607555265
3112,7,15.86997482
3112,8,6.357578584
3112,9,3.04742095
3113,0,23.63772231
3113,1,0.264254222
3113,4,12.26462786
3113,5,10.7481505
3113,6,8.310062024
3113,7,15.51436631
3113,8,5.660775669
3113,9,2.496525183
3114,0,27.57402777
3114,1,0.34077778
3114,4,16.62398891
3114,5,15.56703154
3114,6,7.89282938
3114,7,17.37323781
3114,8,7.165997857
3114,9,3.366682774
3115,0,21.910117
3115,1,0.264882488
3115,4,15.85372346
3115,5,15.51336071
3115,6,9.645110703
3115,7,10.63799187
3115,8,6.709427811
3115,9,3.336524771
3116,0,14.98116419
3116,1,0.281122117
3116,4,10.88161166
3116,5,9.263758749
3116,6,9.174723678
3116,7,6.520881937
3116,8,4.894729797
3116,9,2.184877806
3117,0,18.77290108
3117,1,0.334059699
3117,4,15.46295535
3117,5,14.02070142
3117,6,10.79705616
3117,7,8.41213716
3117,8,6.309966286
3117,9,3.021975989
3118,0,14.19249958
3118,1,0.310225558
3118,4,12.32739393
3118,5,9.769013081
3118,6,9.381142043
3118,7,6.705454469
3118,8,4.800268321
3118,9,2.233502432
3119,0,18.30932203
3119,1,0.277874709
3119,4,14.62281904
3119,5,13.34438352
3119,6,9.732822366
3119,7,8.238991359
3119,8,6.187105351
3119,9,2.997881356
3120,0,14.69813213
3120,1,0.262630061
3120,4,12.34647528
3120,5,9.753269817
3120,6,9.24376332
3120,7,7.517487777
3120,8,5.552317078
3120,9,2.454494171
3121,0,17.11038731
3121,1,0.312972174
3121,4,14.87092343
3121,5,12.70967138
3121,6,9.478823701
3121,7,8.786114175
3121,8,6.043476451
3121,9,2.90120502
3122,0,13.45446025
3122,1,0.315164643
3122,4,10.70984942
3122,5,7.489700706
3122,6,9.929394122
3122,7,6.314977194
3122,8,4.724178868
3122,9,2.087351342
3123,0,17.88871165
3123,1,0.295705496
3123,4,14.57599801
3123,5,13.27664643
3123,6,9.357233121
3123,7,8.14698266
3123,8,6.09142135
3123,9,2.988605995
3124,0,15.36349024
3124,1,0.31286922
3124,4,13.52316042
3124,5,10.92714748
3124,6,10.22838952
3124,7,7.94906586
3124,8,5.910573009
3124,9,2.769418641
3125,0,14.58024588
3125,1,0.350522385
3125,4,12.02834305
3125,5,9.907229472
3125,6,9.419019846
3125,7,6.795829312
3125,8,4.751856669
3125,9,2.241870516
3126,0,17.5508058
3126,1,0.323564184
3126,4,15.4680273
3126,5,13.2754029
3126,6,10.25509717
3126,7,8.537427665
3126,8,6.201232033
3126,9,3.080559185
3127,0,12.94393415
3127,1,0.267598333
3127,4,11.25623587
3127,5,8.716000746
3127,6,9.460117357
3127,7,6.423728462
3127,8,4.676190674
3127,9,2.136930063
3128,0,18.30591827
3128,1,0.226519793
3128,4,15.14124224
3128,5,13.95220414
3128,6,9.303092188
3128,7,8.522722116
3128,8,6.342327289
3128,9,3.066856447
3129,0,9.472425858
3129,1,0.186812729
3129,4,8.276595302
3129,5,5.573371376
3129,6,8.804106964
3129,7,5.303044818
3129,8,3.894056148
3129,9,1.598696268
3130,0,18.35290125
3130,1,0.246374725
3130,4,15.05280046
3130,5,14.19491125
3130,6,8.61211099
3130,7,8.5182755
3130,8,6.236439928
3130,9,3.054877923
3131,0,18.23062993
3131,1,0.189451156
3131,4,15.05455518
3131,5,13.22507357
3131,6,9.284444262
3131,7,8.600148169
3131,8,6.497643694
3131,9,3.208281028
3132,0,14.50453295
3132,1,0.180075379
3132,4,11.52052562
3132,5,8.92767648
3132,6,8.644412753
3132,7,6.472690231
3132,8,4.890740552
3132,9,2.287705002
3133,0,17.67263273
3133,1,0.206678682
3133,4,14.30801898
3133,5,12.2845483
3133,6,9.756033393
3133,7,6.828848425
3133,8,6.107161353
3133,9,2.984276925
3134,0,12.3722375
3134,1,0.183453313
3134,4,9.978823431
3134,5,7.523327807
3134,6,8.676999601
3134,7,5.274917623
3134,8,4.395932588
3134,9,1.93911474
3135,0,19.39290841
3135,1,0.247754399
3135,4,16.03172552
3135,5,14.40560272
3135,6,9.046757721
3135,7,8.821500349
3135,8,6.752184078
3135,9,3.346458308
3136,0,11.55079266
3136,1,0.192511473
3136,4,9.104735086
3136,5,6.549353358
3136,6,8.639549437
3136,7,5.776491448
3136,8,4.21126408
3136,9,1.852753442
3137,0,16.51884696
3137,1,0.210588547
3137,4,13.70179194
3137,5,12.0694351
3137,6,8.120400383
3137,7,7.633213055
3137,8,5.707561209
3137,9,2.777465191
3138,0,16.90284757
3138,1,0.14470268
3138,4,13.93609715
3138,5,12.58586683
3138,6,7.892169179
3138,7,7.858144891
3138,8,6.03528057
3138,9,2.898178392
3139,0,17.66210008
3139,1,0.212617993
3139,4,14.75887562
3139,5,13.56528277
3139,6,7.560876284
3139,7,8.298366887
3139,8,6.117346086
3139,9,2.987908278
3140,0,14.81262385
3140,1,0.168697392
3140,4,12.39674691
3140,5,10.18366786
3140,6,8.010967881
3140,7,7.1551396
3140,8,5.329271882
3140,9,2.563089842
3141,0,13.78229708
3141,1,0.176535629
3141,4,11.17023713
3141,5,9.326751831
3141,6,7.361502162
3141,7,6.639840464
3141,8,4.821904555
3141,9,2.21466227
3142,0,18.12171155
3142,1,0.226299314
3142,4,15.27613658
3142,5,13.31981674
3142,6,7.880361548
3142,7,8.333022369
3142,8,6.353960653
3142,9,3.211227896
3143,0,11.4655499
3143,1,0.178902109
3143,4,9.930376109
3143,5,6.892871586
3143,6,7.234754475
3143,7,5.899682851
3143,8,4.323833039
3143,9,1.912177263
3144,0,19.60580567
3144,1,0.200970389
3144,4,16.33807422
3144,5,14.51428512
3144,6,7.507080088
3144,7,9.032131107
3144,8,6.757132148
3144,9,3.397567781
3145,0,14.54559712
3145,1,0.147758822
3145,4,12.36384444
3145,5,9.667224754
3145,6,7.366959839
3145,7,7.306686447
3145,8,5.35201865
3145,9,2.390145173
3146,0,16.40556936
3146,1,0.207039643
3146,4,14.15513755
3146,5,11.9947129
3146,6,7.313540043
3146,7,7.871150524
3146,8,5.826347053
3146,9,2.751906307
3147,0,9.598976906
3147,1,0.185685176
3147,4,8.113474274
3147,5,4.397775514
3147,6,7.548161827
3147,7,5.242655799
3147,8,3.692307692
3147,9,1.521141111
3148,0,21.72997427
3148,1,0.18828339
3148,4,17.10023242
3148,5,15.66066241
3148,6,7.190877397
3148,7,8.746513655
3148,8,7.428654437
3148,9,3.54252096
3149,0,16.43672421
3149,1,0.177106453
3149,4,13.48002466
3149,5,10.74299219
3149,6,7.940649404
3149,7,7.589704069
3149,8,5.848150432
3149,9,2.901602959
3150,0,14.91411082
3150,1,0.214544154
3150,4,12.21769952
3150,5,9.824940048
3150,6,7.246918255
3150,7,7.280154824
3150,8,5.111447684
3150,9,2.309184232
3151,0,19.30271903
3151,1,0.21862694
3151,4,15.55934993
3151,5,13.35309928
3151,6,7.740431295
3151,7,9.049255131
3151,8,6.484154599
3151,9,3.235274508
3152,0,15.58346495
3152,1,0.206477562
3152,4,13.05843705
3152,5,10.82433087
3152,6,7.252742856
3152,7,7.785499189
3152,8,5.601954219
3152,9,2.495651441
3153,0,16.59738226
3153,1,0.233006785
3153,4,13.98879833
3153,5,10.96669611
3153,6,7.441703136
3153,7,8.128598386
3153,8,5.885253142
3153,9,2.786987594
3154,0,15.7060339
3154,1,0.283357509
3154,4,12.98415207
3154,5,10.93684644
3154,6,7.171122995
3154,7,7.916711771
3154,8,5.634566672
3154,9,2.567559376
3155,0,15.74863256
3155,1,0.292221308
3155,4,13.46902077
3155,5,10.78128177
3155,6,7.588169805
3155,7,8.136211821
3155,8,5.509681011
3155,9,2.625006051
3156,0,15.44389787
3156,1,0.201504386
3156,4,12.32214154
3156,5,10.32942922
3156,6,7.138101559
3156,7,7.928945108
3156,8,5.293875745
3156,9,2.400926577
3157,0,15.27794998
3157,1,0.267609021
3157,4,13.34475203
3157,5,10.51715477
3157,6,7.42707888
3157,7,8.161874733
3157,8,5.577597264
3157,9,2.766059213
3158,0,14.57458121
3158,1,0.288225707
3158,4,11.38213685
3158,5,9.582088755
3158,6,6.494536322
3158,7,7.337011408
3158,8,4.782708595
3158,9,2.217986054
3159,0,16.49486559
3159,1,0.295134409
3159,4,13.75704301
3159,5,11.44836022
3159,6,7.418629032
3159,7,8.559946237
3159,8,5.918817204
3159,9,2.927043011
3160,0,15.09722951
3160,1,0.261759891
3160,4,12.1918646
3160,5,10.12292677
3160,6,7.115946505
3160,7,7.681533187
3160,8,4.980294654
3160,9,2.341137227
3161,0,15.34655552
3161,1,0.288205423
3161,4,12.51461148
3161,5,10.33339721
3161,6,7.863083261
3161,7,8.021909233
3161,8,5.641851107
3161,9,2.597330012
3162,0,16.88599882
3162,1,0.334534495
3162,4,12.91410601
3162,5,10.64777567
3162,6,7.501932779
3162,7,8.1473498
3162,8,5.696881347
3162,9,2.748247396
3163,0,15.70311778
3163,1,0.333428135
3163,4,11.76437129
3163,5,9.515055637
3163,6,6.629777098
3163,7,7.596644033
3163,8,5.316826051
3163,9,2.339578371
3164,0,16.38954513
3164,1,0.298571268
3164,4,12.90985113
3164,5,10.8243522
3164,6,8.082761465
3164,7,7.374770315
3164,8,5.595792553
3164,9,2.587580155
3165,0,15.90675544
3165,1,0.320431806
3165,4,12.76141578
3165,5,10.26367261
3165,6,6.738922741
3165,7,8.054314301
3165,8,5.382795456
3165,9,2.544722786
3166,0,15.48478397
3166,1,0.344040233
3166,4,12.44979993
3166,5,9.967365368
3166,6,7.242759076
3166,7,7.51958445
3166,8,5.108329356
3166,9,2.43889725
3167,0,15.14541877
3167,1,0.281482031
3167,4,11.46313484
3167,5,9.629492129
3167,6,7.667508168
3167,7,7.725126225
3167,8,4.978764479
3167,9,2.260654886
3168,0,16.05378126
3168,1,0.294177463
3168,4,13.40064779
3168,5,10.23858843
3168,6,6.889914131
3168,7,7.950399217
3168,8,5.965878277
3168,9,2.721527569
3169,0,15.20419451
3169,1,0.290348924
3169,4,12.24235338
3169,5,9.50783222
3169,6,8.106533036
3169,7,6.83363029
3169,8,4.999146251
3169,9,2.379027468
3170,0,11.67503802
3170,1,0.206439886
3170,4,8.760062321
3170,5,7.555254665
3170,6,6.710242238
3170,7,5.509700634
3170,8,3.889193901
3170,9,1.832362652
3171,0,14.88963421
3171,1,0.269836564
3171,4,12.10880925
3171,5,10.87922025
3171,6,7.262943335
3171,7,5.868695104
3171,8,5.240818293
3171,9,2.614831561
3172,0,14.25683684
3172,1,0.338694836
3172,4,11.34024072
3172,5,9.548271928
3172,6,7.816960506
3172,7,5.927638117
3172,8,4.773307814
3172,9,2.357944716
3173,0,12.88035274
3173,1,0.248262462
3173,4,10.10462596
3173,5,8.050070996
3173,6,6.436252896
3173,7,6.078768403
3173,8,4.46487557
3173,9,1.911366863
3174,0,16.94387699
3174,1,0.239758642
3174,4,14.19239577
3174,5,12.12871215
3174,6,8.014648686
3174,7,8.257424303
3174,8,6.078332303
3174,9,2.966813275
3175,0,15.6705935
3175,1,0.261370415
3175,4,12.65299732
3175,5,10.16589621
3175,6,7.723754846
3175,7,7.133462571
3175,8,5.078996421
3175,9,2.580860424
3176,0,13.03196815
3176,1,0.260750853
3176,4,10.31418278
3176,5,8.072051574
3176,6,6.229806598
3176,7,6.396018203
3176,8,4.309556314
3176,9,1.934167615
3177,0,16.91496524
3177,1,0.226747164
3177,4,13.88419319
3177,5,12.07585071
3177,6,8.298390048
3177,7,7.922319795
3177,8,6.034174899
3177,9,2.876472741
3178,0,16.57834799
3178,1,0.229733182
3178,4,13.59929919
3178,5,10.62251341
3178,6,7.163521553
3178,7,7.884585904
3178,8,5.395517757
3178,9,3.036536847
3179,0,14.20244611
3179,1,0.210901816
3179,4,11.61666226
3179,5,9.608319807
3179,6,6.500622853
3179,7,7.391604696
3179,8,4.963232796
3179,9,2.371107168
3180,0,15.29817138
3180,1,0.20405773
3180,4,12.32492066
3180,5,10.70723137
3180,6,7.880459423
3180,7,6.892927308
3180,8,5.285892398
3180,9,2.586330663
3181,0,15.30517639
3181,1,0.257231444
3181,4,13.00881007
3181,5,10.55605551
3181,6,7.186713049
3181,7,8.084848943
3181,8,5.470525958
3181,9,2.624305214
3182,0,14.77228323
3182,1,0.309466111
3182,4,12.22105263
3182,5,10.24380916
3182,6,7.176561908
3182,7,7.010677774
3182,8,5.003975767
3182,9,2.30920106
3183,0,12.17329352
3183,1,0.271411293
3183,4,9.416660367
3183,5,7.052233729
3183,6,7.772129413
3183,7,6.094678358
3183,8,4.26797188
3183,9,1.73531635
3184,0,19.50215257
3184,1,0.280362538
3184,4,16.43462991
3184,5,14.51650302
3184,6,7.609554381
3184,7,9.069070997
3184,8,6.990861027
3184,9,3.447469789
3185,0,16.9003346
3185,1,0.284108425
3185,4,13.18030753
3185,5,11.106207
3185,6,8.302680552
3185,7,7.237903681
3185,8,5.43178315
3185,9,2.549381556
3186,0,14.86247448
3186,1,0.210617863
3186,4,12.12300537
3186,5,8.849958406
3186,6,6.604439235
3186,7,7.30257884
3186,8,5.106972699
3186,9,2.252098616
3187,0,18.71060789
3187,1,0.231778315
3187,4,15.76493271
3187,5,12.84292303
3187,6,8.180175412
3187,7,8.663995161
3187,8,6.67998639
3187,9,3.106835022
3188,0,16.98654676
3188,1,0.237186518
3188,4,14.24058639
3188,5,10.68951524
3188,6,8.017584266
3188,7,7.427579147
3188,8,6.086641807
3188,9,2.765409081
3189,0,13.68546448
3189,1,0.209071038
3189,4,10.78819672
3189,5,8.084918033
3189,6,6.364553734
3189,7,6.154134791
3189,8,4.73726776
3189,9,1.983679417
3190,0,18.3233671
3190,1,0.209366495
3190,4,15.29123828
3190,5,13.28039008
3190,6,8.401534624
3190,7,8.509676444
3190,8,6.79645449
3190,9,3.238093438
3191,0,15.70223252
3191,1,0.243922174
3191,4,12.96333076
3191,5,10.56011622
3191,6,7.34065247
3191,7,7.412961124
3191,8,5.594615469
3191,9,2.638603847
3192,0,14.31873977
3192,1,0.255877102
3192,4,11.3974111
3192,5,9.473106681
3192,6,6.496094331
3192,7,6.480843624
3192,8,4.942084511
3192,9,2.145439667
3193,0,16.83103955
3193,1,0.22766864
3193,4,13.55763357
3193,5,11.40526375
3193,6,8.102673353
3193,7,7.784623506
3193,8,6.051167
3193,9,2.710832925
3194,0,16.23558055
3194,1,0.257889174
3194,4,12.74162011
3194,5,10.4863355
3194,6,6.697455836
3194,7,6.853729428
3194,8,5.493130002
3194,9,2.54548543
3195,0,15.52906309
3195,1,0.240729078
3195,4,12.89519505
3195,5,10.38702627
3195,6,7.029155707
3195,7,6.756899937
3195,8,5.31152521
3195,9,2.429444671
3196,0,15.17632261
3196,1,0.239252056
3196,4,11.9660196
3196,5,9.894416701
3196,6,7.578042278
3196,7,6.238426013
3196,8,5.276461533
3196,9,2.299440544
3197,0,16.29622444
3197,1,0.287755559
3197,4,13.89766453
3197,5,11.41404268
3197,6,6.996119982
3197,7,8.398373377
3197,8,6.234032234
3197,9,2.874347112
3198,0,15.81035069
3198,1,0.224906572
3198,4,13.17119022
3198,5,10.54697822
3198,6,7.595070024
3198,7,6.940319354
3198,8,5.451134348
3198,9,2.528292628
3199,0,14.53373508
3199,1,0.177199741
3199,4,11.4687059
3199,5,9.632518403
3199,6,6.541744536
3199,7,7.460696442
3199,8,5.061939815
3199,9,2.215873985
3200,0,16.28185005
3200,1,0.114332521
3200,4,13.87477141
3200,5,11.11863761
3200,6,7.492989942
3200,7,7.289241085
3200,8,6.126866809
3200,9,2.842921365
3201,0,14.9924208
3201,1,0.090571472
3201,4,12.33591026
3201,5,9.596786418
3201,6,7.185311505
3201,7,6.432393512
3201,8,5.093754737
3201,9,2.336289222
